#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
chrUn_JTFH01000749v1_decoy	1	1203	302	1203	100	28.7107	255	48.2
chrUn_JTFH01000750v1_decoy	1	1201	1063	1201	100	131.087	255	23.1
chrUn_JTFH01000751v1_decoy	1	1201	119	1181	98.3347	14.7535	255	59.1
chrUn_JTFH01000753v1_decoy	1	1200	1	136	11.3333	0.113333	255	11
chrUn_JTFH01000754v1_decoy	1	1199	136	1199	100	15.6414	255	52.6
chrUn_JTFH01000756v1_decoy	1	1197	135	1191	99.4987	16.3459	255	58
chrUn_JTFH01000757v1_decoy	1	1196	2	82	6.85619	0.0685619	255	31.5
chrUn_JTFH01000759v1_decoy	1	1194	234	1194	100	29.2211	255	59.3
chrUn_JTFH01000760v1_decoy	1	1194	1	53	4.43886	0.0443886	255	0
chrUn_JTFH01000761v1_decoy	1	1191	25	1081	90.7641	3.10663	255	53.5
chrUn_JTFH01000762v1_decoy	1	1189	3722	1189	100	435.994	255	9.61
chrUn_JTFH01000764v1_decoy	1	1186	1	142	11.973	0.11973	255	15
chrUn_JTFH01000765v1_decoy	1	1184	293	1184	100	32.0448	255	42.1
chrUn_JTFH01000766v1_decoy	1	1183	220	1181	99.8309	27.5385	255	53.3
chrUn_JTFH01000767v1_decoy	1	1183	218	1183	100	27.0972	255	59.2
chrUn_JTFH01000770v1_decoy	1	1181	27	681	57.663	2.29805	255	3
chrUn_JTFH01000771v1_decoy	1	1181	193	1181	100	23.6494	255	57.9
chrUn_JTFH01000772v1_decoy	1	1181	107	1152	97.5445	12.7417	255	53.4
chrUn_JTFH01000774v1_decoy	1	1178	113	1138	96.6044	14.3642	255	58.8
chrUn_JTFH01000777v1_decoy	1	1177	120	1177	100	15.2651	255	47.6
chrUn_JTFH01000778v1_decoy	1	1171	118	1171	100	15.0777	255	59.5
chrUn_JTFH01000779v1_decoy	1	1171	119	1171	100	15.2246	255	55.2
chrUn_JTFH01000780v1_decoy	1	1171	318	1171	100	37.1879	255	59.7
chrUn_JTFH01000782v1_decoy	1	1170	115	1170	100	13.5966	255	11.3
chrUn_JTFH01000783v1_decoy	1	1167	94	955	81.8338	11.6204	255	20.2
chrUn_JTFH01000784v1_decoy	1	1167	233	1167	100	24.2759	255	47.4
chrUn_JTFH01000785v1_decoy	1	1167	93	1167	100	11.9143	255	45.4
chrUn_JTFH01000787v1_decoy	1	1165	7	322	27.6395	0.442918	255	2.43
chrUn_JTFH01000788v1_decoy	1	1162	250	1162	100	31.3391	255	56.6
chrUn_JTFH01000789v1_decoy	1	1157	282	1156	99.9136	32.2109	255	52.1
chrUn_JTFH01000791v1_decoy	1	1156	263	1156	100	31.09	255	51.3
chrUn_JTFH01000792v1_decoy	1	1154	190	1154	100	24.4099	255	58.6
chrUn_JTFH01000793v1_decoy	1	1154	15	693	60.052	1.87175	255	1
chrUn_JTFH01000794v1_decoy	1	1151	1	43	3.73588	0.0373588	255	27
chrUn_JTFH01000796v1_decoy	1	1150	1354	1150	100	172.586	255	48.4
chrUn_JTFH01000798v1_decoy	1	1147	266	1146	99.9128	33.8422	255	48.8
chrUn_JTFH01000799v1_decoy	1	1147	414	1147	100	46.2241	255	26.7
chrUn_JTFH01000800v1_decoy	1	1146	339	1146	100	44.1326	255	41.5
chrUn_JTFH01000801v1_decoy	1	1144	828	1144	100	104.186	255	44.7
chrUn_JTFH01000802v1_decoy	1	1144	593	1144	100	67.486	255	26.4
chrUn_JTFH01000804v1_decoy	1	1142	192	1070	93.6953	25.12	255	58.7
chrUn_JTFH01000806v1_decoy	1	1141	314	1141	100	40.8896	255	31.8
chrUn_JTFH01000808v1_decoy	1	1138	285	1138	100	36.145	255	32.7
chrUn_JTFH01000809v1_decoy	1	1134	201	1134	100	26.2425	255	56.6
chrUn_JTFH01000810v1_decoy	1	1134	396	1134	100	42.97	255	30.2
chrUn_JTFH01000811v1_decoy	1	1132	220	1132	100	28.8869	255	59.1
chrUn_JTFH01000812v1_decoy	1	1131	332	1124	99.3811	43.7958	255	29.9
chrUn_JTFH01000813v1_decoy	1	1131	109	964	85.2343	13.2794	255	15.4
chrUn_JTFH01000815v1_decoy	1	1127	189	1127	100	24.7693	255	43.3
chrUn_JTFH01000816v1_decoy	1	1126	199	1126	100	25.8153	255	58.7
chrUn_JTFH01000817v1_decoy	1	1124	139	1124	100	18.4075	255	59
chrUn_JTFH01000819v1_decoy	1	1122	2	54	4.81283	0.0775401	255	0
chrUn_JTFH01000820v1_decoy	1	1121	1230	1121	100	158.264	255	53.5
chrUn_JTFH01000821v1_decoy	1	1119	208	1074	95.9786	27.504	255	58.6
chrUn_JTFH01000823v1_decoy	1	1119	239	1119	100	31.9312	255	59.3
chrUn_JTFH01000824v1_decoy	1	1119	493	1117	99.8213	63.3557	255	34.7
chrUn_JTFH01000825v1_decoy	1	1118	44	930	83.1843	5.12612	255	27.7
chrUn_JTFH01000826v1_decoy	1	1116	100	1116	100	12.9292	255	56.5
chrUn_JTFH01000827v1_decoy	1	1116	180	1114	99.8208	22.8208	255	10.1
chrUn_JTFH01000829v1_decoy	1	1115	193	1114	99.9103	25.5534	255	57.8
chrUn_JTFH01000830v1_decoy	1	1115	103	1106	99.1928	13.7749	255	59.1
chrUn_JTFH01000831v1_decoy	1	1114	189	1108	99.4614	24.9039	255	55.8
chrUn_JTFH01000832v1_decoy	1	1113	228	1101	98.9218	28.549	255	57
chrUn_JTFH01000834v1_decoy	1	1110	185	1110	100	24.8649	255	54.2
chrUn_JTFH01000835v1_decoy	1	1110	99	1103	99.3694	13.1802	255	56.9
chrUn_JTFH01000836v1_decoy	1	1109	265	1109	100	31.2949	255	49.5
chrUn_JTFH01000837v1_decoy	1	1108	553	1108	100	57.0244	255	53.4
chrUn_JTFH01000838v1_decoy	1	1107	193	1106	99.9097	25.7895	255	56.7
chrUn_JTFH01000839v1_decoy	1	1107	2	93	8.40108	0.120145	255	0
chrUn_JTFH01000840v1_decoy	1	1107	111	1078	97.3803	14.635	255	50.9
chrUn_JTFH01000841v1_decoy	1	1107	287	1107	100	30.7335	255	27.4
chrUn_JTFH01000843v1_decoy	1	1103	1511	1103	100	198.64	255	52.7
chrUn_JTFH01000844v1_decoy	1	1103	1518	1103	100	201.074	255	39.4
chrUn_JTFH01000845v1_decoy	1	1103	1051	1079	97.8241	139.597	255	52.3
chrUn_JTFH01000846v1_decoy	1	1100	565	1100	100	75.7009	255	51
chrUn_JTFH01000848v1_decoy	1	1098	498	1098	100	67.4827	255	58.1
chrUn_JTFH01000850v1_decoy	1	1096	356	1096	100	48.3732	255	21.7
chrUn_JTFH01000851v1_decoy	1	1096	727	1096	100	95.083	255	28.3
chrUn_JTFH01000852v1_decoy	1	1094	410	1094	100	55.8912	255	49.7
chrUn_JTFH01000854v1_decoy	1	1090	2	196	17.9817	0.179817	255	3
chrUn_JTFH01000855v1_decoy	1	1088	262	1088	100	34.4062	255	57.9
chrUn_JTFH01000860v1_decoy	1	1084	233	1084	100	23.6688	255	45.9
chrUn_JTFH01000863v1_decoy	1	1083	1	40	3.69344	0.0369344	255	0
chrUn_JTFH01000864v1_decoy	1	1083	222	1079	99.6307	28.614	255	43.8
chrUn_JTFH01000865v1_decoy	1	1082	12	395	36.5065	1.21257	255	8.33
chrUn_JTFH01000866v1_decoy	1	1082	175	1039	96.0259	23.3457	255	58.4
chrUn_JTFH01000867v1_decoy	1	1081	452	1061	98.1499	59.1711	255	38.8
chrUn_JTFH01000869v1_decoy	1	1079	189	1067	98.8879	25.9323	255	51.7
chrUn_JTFH01000870v1_decoy	1	1076	1179	1076	100	158.608	255	55.6
chrUn_JTFH01000871v1_decoy	1	1074	215	1074	100	27.3268	255	52.8
chrUn_JTFH01000872v1_decoy	1	1073	8380	1073	100	906.803	255	8.12
chrUn_JTFH01000873v1_decoy	1	1073	94	1051	97.9497	12.9012	255	49
chrUn_JTFH01000874v1_decoy	1	1071	85	1071	100	11.775	255	57.3
chrUn_JTFH01000875v1_decoy	1	1069	195	1068	99.9065	19.7156	255	44
chrUn_JTFH01000876v1_decoy	1	1067	126782	1067	100	17042.3	255	7.4
chrUn_JTFH01000878v1_decoy	1	1067	102	670	62.7929	11.1959	255	6.14
chrUn_JTFH01000879v1_decoy	1	1066	581	1066	100	70.4812	255	27.7
chrUn_JTFH01000880v1_decoy	1	1065	524	1065	100	65.2948	255	26.7
chrUn_JTFH01000884v1_decoy	1	1065	161	948	89.0141	19.2592	255	13
chrUn_JTFH01000885v1_decoy	1	1064	1016	1064	100	137.184	255	50.3
chrUn_JTFH01000886v1_decoy	1	1064	14	356	33.4586	1.80263	255	4.5
chrUn_JTFH01000887v1_decoy	1	1064	1	109	10.2444	0.102444	255	0
chrUn_JTFH01000889v1_decoy	1	1062	1	31	2.91902	0.0291902	255	19
chrUn_JTFH01000890v1_decoy	1	1062	401	1062	100	47.7363	255	34.7
chrUn_JTFH01000891v1_decoy	1	1062	107	1062	100	14.9539	255	56.2
chrUn_JTFH01000892v1_decoy	1	1061	69	1004	94.6277	9.70311	255	56
chrUn_JTFH01000893v1_decoy	1	1060	158	1060	100	21.9613	255	57.6
chrUn_JTFH01000894v1_decoy	1	1057	86	1006	95.175	12.193	255	60
chrUn_JTFH01000896v1_decoy	1	1056	745	1056	100	100.95	255	43.7
chrUn_JTFH01000898v1_decoy	1	1055	173	1055	100	24.5365	255	57.8
chrUn_JTFH01000899v1_decoy	1	1055	123	956	90.6161	17.2	255	41.2
chrUn_JTFH01000900v1_decoy	1	1055	553	1052	99.7156	66.5896	255	19.4
chrUn_JTFH01000901v1_decoy	1	1054	210	1054	100	29.5787	255	58.1
chrUn_JTFH01000902v1_decoy	1	1051	742	1051	100	102.481	255	22.7
chrUn_JTFH01000903v1_decoy	1	1050	32	699	66.5714	3.8981	255	17.7
chrUn_JTFH01000906v1_decoy	1	1048	1093	1048	100	142.321	255	50.6
chrUn_JTFH01000908v1_decoy	1	1046	4	187	17.8776	0.523901	255	21.2
chrUn_JTFH01000909v1_decoy	1	1046	155	1046	100	15.9532	255	50.4
chrUn_JTFH01000910v1_decoy	1	1046	234	1046	100	31.9704	255	58.3
chrUn_JTFH01000911v1_decoy	1	1045	214	1045	100	30.6545	255	57.8
chrUn_JTFH01000913v1_decoy	1	1045	258	1045	100	33.8335	255	58.1
chrUn_JTFH01000914v1_decoy	1	1044	183	1044	100	26.2672	255	38.9
chrUn_JTFH01000917v1_decoy	1	1039	1	68	6.54475	0.0654475	255	8
chrUn_JTFH01000918v1_decoy	1	1039	187	1038	99.9038	26.2695	255	58.2
chrUn_JTFH01000920v1_decoy	1	1036	567	1036	100	81.5097	255	47.3
chrUn_JTFH01000922v1_decoy	1	1035	500	1035	100	62.5208	255	27.3
chrUn_JTFH01000923v1_decoy	1	1035	441	1035	100	61.2696	255	29
chrUn_JTFH01000925v1_decoy	1	1032	181	481	46.6085	24.9535	255	7.85
chrUn_JTFH01000926v1_decoy	1	1031	5	164	15.9069	0.70999	255	0.6
chrUn_JTFH01000927v1_decoy	1	1031	436	1029	99.806	59.5015	255	51.7
chrUn_JTFH01000928v1_decoy	1	1031	581	1031	100	83.579	255	43.8
chrUn_JTFH01000929v1_decoy	1	1027	545	1027	100	63.2356	255	20.4
chrUn_JTFH01000931v1_decoy	1	1026	210	1023	99.7076	30.4766	255	49.8
chrUn_JTFH01000934v1_decoy	1	1024	445	1024	100	65.1084	255	47.3
chrUn_JTFH01000935v1_decoy	1	1022	854	1022	100	105.984	255	42.7
chrUn_JTFH01000936v1_decoy	1	1022	194	1022	100	28.3356	255	59.1
chrUn_JTFH01000937v1_decoy	1	1021	337	1021	100	47.7649	255	35
chrUn_JTFH01000938v1_decoy	1	1020	2	33	3.23529	0.0647059	255	11.5
chrUn_JTFH01000941v1_decoy	1	1018	23	489	48.0354	3.25442	255	7.83
chrUn_JTFH01000942v1_decoy	1	1018	194	1017	99.9018	28.4479	255	59.3
chrUn_JTFH01000944v1_decoy	1	1010	76	1007	99.703	11.2653	255	59.8
chrUn_JTFH01000945v1_decoy	1	1010	193	1010	100	28.097	255	55
chrUn_JTFH01000946v1_decoy	1	1009	197	1009	100	25.3459	255	30.5
chrUn_JTFH01000948v1_decoy	1	1007	175	999	99.2056	25.9871	255	46.1
chrUn_JTFH01000950v1_decoy	1	1005	209	1005	100	30.1174	255	56
chrUn_JTFH01000952v1_decoy	1	1004	202	1004	100	30.1464	255	56.1
chrUn_JTFH01000955v1_decoy	1	1003	143	1003	100	19.8604	255	52.1
chrUn_JTFH01000956v1_decoy	1	1003	101	996	99.3021	14.9831	255	55.3
chrUn_JTFH01000957v1_decoy	1	1003	374	1003	100	48.68	255	30.2
chrUn_JTFH01000958v1_decoy	1	1002	221	994	99.2016	32.3164	255	56.5
chrUn_JTFH01000960v1_decoy	1	1000	255	1000	100	37.723	255	52.5
chrUn_JTFH01000961v1_decoy	1	1000	352	999	99.9	42.925	255	16.4
chrUn_JTFH01000963v1_decoy	1	7932	1049	7674	96.7474	19.3231	255	17.5
chrUn_JTFH01000964v1_decoy	1	6846	168	3869	56.5148	3.67894	255	0
chrUn_JTFH01000965v1_decoy	1	4591	603	4574	99.6297	19.518	255	18.9
chrUn_JTFH01000966v1_decoy	1	4041	6	39	0.965108	0.0522148	255	0
chrUn_JTFH01000967v1_decoy	1	3841	336	3821	99.4793	12.3221	255	0.929
chrUn_JTFH01000968v1_decoy	1	3754	3803	3754	100	149.391	255	54.3
chrUn_JTFH01000969v1_decoy	1	3743	692	3743	100	26.1232	255	25.2
chrUn_JTFH01000970v1_decoy	1	3702	330	3680	99.4057	13.3304	255	4.97
chrUn_JTFH01000971v1_decoy	1	3625	1762	3625	100	68.8687	255	36.3
chrUn_JTFH01000972v1_decoy	1	3529	4041	3529	100	168.914	255	52.9
chrUn_JTFH01000973v1_decoy	1	3508	1632	3508	100	66.7032	255	42.3
chrUn_JTFH01000974v1_decoy	1	3359	992	3359	100	43.3251	255	35.5
chrUn_JTFH01000975v1_decoy	1	3320	1542	3320	100	67.7762	255	47.5
chrUn_JTFH01000976v1_decoy	1	3231	1152	3231	100	52.2974	255	45.7
chrUn_JTFH01000977v1_decoy	1	3220	1926	3220	100	85.6264	255	37.1
chrUn_JTFH01000978v1_decoy	1	3212	1403	3212	100	63.2223	255	32.7
chrUn_JTFH01000979v1_decoy	1	3192	1337	3192	100	60.3925	255	38.3
chrUn_JTFH01000980v1_decoy	1	3092	481	3092	100	21.9379	255	32.8
chrUn_JTFH01000981v1_decoy	1	3087	473	3067	99.3521	21.9618	255	27.2
chrUn_JTFH01000982v1_decoy	1	3048	818	3048	100	39.1998	255	55.9
chrUn_JTFH01000983v1_decoy	1	3005	1262	3005	100	61.5201	255	54.1
chrUn_JTFH01000984v1_decoy	1	3004	1204	2981	99.2344	57.3485	255	35.5
chrUn_JTFH01000985v1_decoy	1	2959	642	2955	99.8648	29.7036	255	25.9
chrUn_JTFH01000986v1_decoy	1	2934	2285	2934	100	114.407	255	39.5
chrUn_JTFH01000987v1_decoy	1	2933	966	2933	100	47.1449	255	48
chrUn_JTFH01000988v1_decoy	1	2827	214	2582	91.3336	10.8875	255	4.15
chrUn_JTFH01000989v1_decoy	1	2794	521	2794	100	25.8679	255	30.5
chrUn_JTFH01000990v1_decoy	1	2749	270	2749	100	14.6122	255	59
chrUn_JTFH01000991v1_decoy	1	2745	487	2735	99.6357	23.1825	255	2.99
chrUn_JTFH01000992v1_decoy	1	2733	1561	2733	100	79.3278	255	15.9
chrUn_JTFH01000993v1_decoy	1	2698	550	2691	99.7405	28.2391	255	34.2
chrUn_JTFH01000994v1_decoy	1	2665	215	2607	97.8236	10.6645	255	3.47
chrUn_JTFH01000995v1_decoy	1	2634	1716	2634	100	95.011	255	46.8
chrUn_JTFH01000996v1_decoy	1	2492	337	2492	100	19.575	255	40.5
chrUn_JTFH01000997v1_decoy	1	2489	1258	2489	100	64.6995	255	12.4
chrUn_JTFH01000998v1_decoy	1	2468	1100	2468	100	66.5693	255	43.9
chrUn_JTFH01000999v1_decoy	1	2414	3093	2414	100	187.006	255	53.9
chrUn_JTFH01001000v1_decoy	1	2395	170	1956	81.6701	9.28685	255	8.46
chrUn_JTFH01001001v1_decoy	1	2356	508	2356	100	30.7967	255	37.9
chrUn_JTFH01001002v1_decoy	1	2339	2890	2339	100	179.626	255	14.7
chrUn_JTFH01001003v1_decoy	1	2310	281	2308	99.9134	16.0095	255	9.02
chrUn_JTFH01001004v1_decoy	1	2288	699	2267	99.0822	43.0743	255	26
chrUn_JTFH01001005v1_decoy	1	2285	213	2262	98.9934	12.5278	255	0.897
chrUn_JTFH01001006v1_decoy	1	2269	352	2269	100	22.1913	255	28.6
chrUn_JTFH01001007v1_decoy	1	2253	358	2239	99.3786	23.1877	255	39.1
chrUn_JTFH01001008v1_decoy	1	2203	2419	2203	100	159.895	255	52.7
chrUn_JTFH01001009v1_decoy	1	2176	432	2176	100	27.5841	255	28.9
chrUn_JTFH01001010v1_decoy	1	2159	211	2159	100	14.3525	255	56.3
chrUn_JTFH01001011v1_decoy	1	2155	700	2155	100	46.9401	255	31.3
chrUn_JTFH01001012v1_decoy	1	2149	637	2149	100	44.1522	255	50
chrUn_JTFH01001013v1_decoy	1	2129	1093	2129	100	73.4706	255	16.1
chrUn_JTFH01001014v1_decoy	1	2116	546	2116	100	36.5714	255	27.5
chrUn_JTFH01001015v1_decoy	1	2113	388	2113	100	27.3445	255	32.7
chrUn_JTFH01001016v1_decoy	1	2098	646	2090	99.6187	44.4561	255	27.6
chrUn_JTFH01001017v1_decoy	1	2066	253	2066	100	17.3412	255	44.7
chrUn_JTFH01001018v1_decoy	1	2066	1859	2066	100	131.87	255	55.2
chrUn_JTFH01001019v1_decoy	1	2059	178	2049	99.5143	12.9131	255	2.69
chrUn_JTFH01001020v1_decoy	1	2047	390	2043	99.8046	27.6419	255	28.1
chrUn_JTFH01001021v1_decoy	1	2040	1099	2034	99.7059	78.4216	255	17.2
chrUn_JTFH01001022v1_decoy	1	2030	728	2030	100	48.1158	255	13.7
chrUn_JTFH01001023v1_decoy	1	2024	525	2013	99.4565	34.042	255	12.2
chrUn_JTFH01001024v1_decoy	1	2001	1	131	6.54673	0.0654673	255	0
chrUn_JTFH01001025v1_decoy	1	1992	530	1990	99.8996	36.8022	255	17.9
chrUn_JTFH01001026v1_decoy	1	1981	293	1894	95.6083	21.952	255	0
chrUn_JTFH01001028v1_decoy	1	1957	416	1822	93.1017	29.4987	255	8.05
chrUn_JTFH01001029v1_decoy	1	1953	391	1953	100	29.0963	255	32.5
chrUn_JTFH01001030v1_decoy	1	1944	411	1944	100	28.9624	255	26.8
chrUn_JTFH01001031v1_decoy	1	1936	1146	1928	99.5868	85.8502	255	0.687
chrUn_JTFH01001032v1_decoy	1	1932	870	1932	100	64.5859	255	37.8
chrUn_JTFH01001033v1_decoy	1	1882	433	1873	99.5218	32.8959	255	29.1
chrUn_JTFH01001034v1_decoy	1	1878	2290	1878	100	172.264	255	43.5
chrUn_JTFH01001035v1_decoy	1	1870	356	1851	98.984	25.7834	255	15.8
chrUn_JTFH01001036v1_decoy	1	1821	550	1707	93.7397	44.9006	255	32.3
chrUn_JTFH01001037v1_decoy	1	1813	611	1813	100	49.5411	255	27.8
chrUn_JTFH01001038v1_decoy	1	1809	138	1321	73.0238	10.0011	255	0.167
chrUn_JTFH01001039v1_decoy	1	1804	1876	1804	100	153.567	255	55.9
chrUn_JTFH01001040v1_decoy	1	1797	400	1797	100	32.1013	255	29.2
chrUn_JTFH01001041v1_decoy	1	1791	20	523	29.2016	1.38135	255	9.2
chrUn_JTFH01001042v1_decoy	1	1781	458	1781	100	33.4301	255	50.9
chrUn_JTFH01001043v1_decoy	1	1766	602	1766	100	49.9009	255	40.6
chrUn_JTFH01001044v1_decoy	1	1764	584	1764	100	47.9427	255	43.2
chrUn_JTFH01001045v1_decoy	1	1743	322	1743	100	27.5118	255	31.5
chrUn_JTFH01001046v1_decoy	1	1741	1082	1741	100	89.2769	255	28.3
chrUn_JTFH01001047v1_decoy	1	1709	482	1705	99.7659	40.598	255	31.9
chrUn_JTFH01001048v1_decoy	1	1706	151	1693	99.238	13.0856	255	0
chrUn_JTFH01001049v1_decoy	1	1701	352	1701	100	22.9583	255	10.4
chrUn_JTFH01001050v1_decoy	1	1689	1120	1689	100	95.8354	255	6.01
chrUn_JTFH01001051v1_decoy	1	1646	9	503	30.5589	0.667679	255	1.56
chrUn_JTFH01001052v1_decoy	1	1641	381	1640	99.9391	33.2687	255	14.2
chrUn_JTFH01001054v1_decoy	1	1636	432	1636	100	39.4529	255	30.5
chrUn_JTFH01001055v1_decoy	1	1632	238	1599	97.9779	19.3621	255	9.68
chrUn_JTFH01001056v1_decoy	1	1629	293	1629	100	26.3542	255	36.7
chrUn_JTFH01001057v1_decoy	1	1623	132	1571	96.7961	9.23722	255	18.9
chrUn_JTFH01001058v1_decoy	1	1622	1309	1622	100	117.076	255	45.2
chrUn_JTFH01001059v1_decoy	1	1622	311	1622	100	27.4285	255	10.3
chrUn_JTFH01001060v1_decoy	1	1619	582	1610	99.4441	53.8857	255	31.1
chrUn_JTFH01001061v1_decoy	1	1606	252	1605	99.9377	22.6638	255	44.6
chrUn_JTFH01001063v1_decoy	1	1592	572	1592	100	51.8448	255	29.5
chrUn_JTFH01001064v1_decoy	1	1558	545	1458	93.5815	50.0937	255	8.83
chrUn_JTFH01001065v1_decoy	1	1545	904	1545	100	85.4032	255	36.1
chrUn_JTFH01001066v1_decoy	1	1542	657	1537	99.6757	60.1141	255	16.4
chrUn_JTFH01001067v1_decoy	1	1540	445	1540	100	38.9799	255	28.5
chrUn_JTFH01001068v1_decoy	1	1529	270	1313	85.8731	25.8136	255	37.4
chrUn_JTFH01001069v1_decoy	1	1518	252	1517	99.9341	24.8445	255	2.87
chrUn_JTFH01001070v1_decoy	1	1515	579	1515	100	57.1756	255	40.6
chrUn_JTFH01001071v1_decoy	1	1513	70	1387	91.6722	6.29412	255	0.0286
chrUn_JTFH01001072v1_decoy	1	1507	500	1495	99.2037	48.2256	255	44.2
chrUn_JTFH01001073v1_decoy	1	1504	359	1419	94.3484	35.4375	255	29.3
chrUn_JTFH01001074v1_decoy	1	1499	1010	1499	100	95.8492	255	28.7
chrUn_JTFH01001075v1_decoy	1	1495	897	1493	99.8662	86.5157	255	28.2
chrUn_JTFH01001077v1_decoy	1	1492	209	1478	99.0617	19.1273	255	8.24
chrUn_JTFH01001078v1_decoy	1	1492	983	1492	100	90.2842	255	34.6
chrUn_JTFH01001079v1_decoy	1	1489	249	1463	98.2539	22.9973	255	12.6
chrUn_JTFH01001080v1_decoy	1	1485	410	1410	94.9495	39.8539	255	0.0683
chrUn_JTFH01001081v1_decoy	1	1483	221	1477	99.5954	16.9616	255	24.5
chrUn_JTFH01001082v1_decoy	1	1473	405	1460	99.1174	40.7563	255	28.6
chrUn_JTFH01001084v1_decoy	1	1463	879	1463	100	86.0711	255	48.7
chrUn_JTFH01001085v1_decoy	1	1460	128	1431	98.0137	11.3253	255	0.664
chrUn_JTFH01001086v1_decoy	1	1458	401	1458	100	41.1132	255	30.5
chrUn_JTFH01001087v1_decoy	1	1456	573	1456	100	58.5893	255	34.1
chrUn_JTFH01001088v1_decoy	1	1453	336	1453	100	34.212	255	31.7
chrUn_JTFH01001089v1_decoy	1	1443	729	1443	100	69.7145	255	29.9
chrUn_JTFH01001090v1_decoy	1	1441	165	1399	97.0854	17.1575	255	45.1
chrUn_JTFH01001092v1_decoy	1	1425	456	1425	100	45.9972	255	44.9
chrUn_JTFH01001093v1_decoy	1	1418	136	1387	97.8138	10.4887	255	3.5
chrUn_JTFH01001094v1_decoy	1	1413	206	1404	99.3631	19.6992	255	2.34
chrUn_JTFH01001096v1_decoy	1	1412	410	1412	100	41.2096	255	45.2
chrUn_JTFH01001097v1_decoy	1	1407	173	458	32.5515	13.1343	255	6.08
chrUn_JTFH01001098v1_decoy	1	1406	319	1406	100	31.734	255	31.6
chrUn_JTFH01001099v1_decoy	1	1396	378	1393	99.7851	40.3675	255	23.5
chrUn_JTFH01001100v1_decoy	1	1390	773	1390	100	80.623	255	58.6
chrUn_JTFH01001101v1_decoy	1	1382	1351	1382	100	126.873	255	25.7
chrUn_JTFH01001102v1_decoy	1	1376	376	1376	100	39.6773	255	21.1
chrUn_JTFH01001103v1_decoy	1	1375	42	1254	91.2	4.50836	255	0
chrUn_JTFH01001104v1_decoy	1	1371	182	1369	99.8541	14.9132	255	19.7
chrUn_JTFH01001105v1_decoy	1	1367	52	1043	76.2985	4.72714	255	1.02
chrUn_JTFH01001106v1_decoy	1	1364	498	1358	99.5601	51.3746	255	21.3
chrUn_JTFH01001107v1_decoy	1	1356	476	1260	92.9204	50.6401	255	28.8
chrUn_JTFH01001108v1_decoy	1	1355	225	1355	100	22.4096	255	37.9
chrUn_JTFH01001109v1_decoy	1	1352	1406	1351	99.926	152.143	255	40.6
chrUn_JTFH01001110v1_decoy	1	1350	43	1120	82.963	4.69185	255	0
chrUn_JTFH01001111v1_decoy	1	1346	662	1346	100	64.1137	255	28
chrUn_JTFH01001112v1_decoy	1	1345	308	1338	99.4796	34.1688	255	24.3
chrUn_JTFH01001113v1_decoy	1	1340	323	1340	100	35.0687	255	28.8
chrUn_JTFH01001114v1_decoy	1	1330	29	175	13.1579	3.16917	255	4.52
chrUn_JTFH01001115v1_decoy	1	1329	10	326	24.5297	0.713318	255	29.7
chrUn_JTFH01001116v1_decoy	1	1324	116	1231	92.9758	11.2696	255	0.931
chrUn_JTFH01001117v1_decoy	1	1316	790	1274	96.8085	87.9172	255	52.9
chrUn_JTFH01001118v1_decoy	1	1307	461	1307	100	51.1239	255	50.6
chrUn_JTFH01001119v1_decoy	1	1304	180	1292	99.0798	18.1472	255	0.378
chrUn_JTFH01001120v1_decoy	1	1304	612	1304	100	70.0874	255	54.2
chrUn_JTFH01001121v1_decoy	1	1303	526	1303	100	56.548	255	0.856
chrUn_JTFH01001122v1_decoy	1	1301	391	1301	100	44.4858	255	2.36
chrUn_JTFH01001123v1_decoy	1	1300	426	1300	100	43.2869	255	44
chrUn_JTFH01001124v1_decoy	1	1297	361	1295	99.8458	40.5073	255	15.2
chrUn_JTFH01001125v1_decoy	1	1296	226	1296	100	25.9259	255	44.5
chrUn_JTFH01001126v1_decoy	1	1290	269	1287	99.7674	24.5729	255	15.4
chrUn_JTFH01001127v1_decoy	1	1284	133	1284	100	14.1332	255	16.1
chrUn_JTFH01001128v1_decoy	1	1282	139	1191	92.9017	16.092	255	24.6
chrUn_JTFH01001129v1_decoy	1	1281	579	1280	99.9219	55.6721	255	26.5
chrUn_JTFH01001130v1_decoy	1	1280	228	1275	99.6094	26.1742	255	0.412
chrUn_JTFH01001131v1_decoy	1	1279	3	323	25.2541	0.252541	255	2.67
chrUn_JTFH01001132v1_decoy	1	1272	582	1253	98.5063	68.0236	255	49.7
chrUn_JTFH01001133v1_decoy	1	1267	168	1244	98.1847	19.5075	255	34.1
chrUn_JTFH01001134v1_decoy	1	1267	1	150	11.839	0.11839	255	15
chrUn_JTFH01001136v1_decoy	1	1264	349	1253	99.1297	36.4138	255	18
chrUn_JTFH01001137v1_decoy	1	1264	178	1264	100	18.1329	255	4.01
chrUn_JTFH01001138v1_decoy	1	1264	113	1264	100	13.2025	255	3.11
chrUn_JTFH01001139v1_decoy	1	1263	55	1200	95.0119	6.5004	255	19.4
chrUn_JTFH01001140v1_decoy	1	1249	428	1248	99.9199	45.8879	255	26.6
chrUn_JTFH01001141v1_decoy	1	1240	355	1238	99.8387	40.7766	255	2.45
chrUn_JTFH01001142v1_decoy	1	1239	1143	1239	100	129.853	255	48.8
