n_genes_by_counts	total_counts	cellrank_n_genes_by_counts	cellrank_total_counts	cell_index
2511	3197.6694	9017	918	918
4370	3197.2378	1213	919	919
2365	3196.92	11154	920	920
4173	3196.2566	1405	921	921
3294	3196.1396	3203	922	922
2993	3195.8408	4671	923	923
3239	3195.5283	3446	924	924
3208	3194.935	3598	925	925
4348	3194.8403	1242	926	926
2896	3194.6218	5375	927	927
6387	3194.6042	325	928	928
3553	3194.3005	2404	929	929
3256	3194.084	3360	930	930
2778	3193.9558	6286	931	931
5493	3193.8152	651	932	932
3604	3193.4097	2274	933	933
3132	3193.3337	3943	934	934
2421	3192.6719	10302	935	935
2612	3192.4143	7814	936	936
3790	3192.3357	1887	937	937
6810	3192.2556	201	938	938
4309	3191.8352	1277	939	939
2543	3191.5803	8602	940	940
3937	3191.306	1669	941	941
6623	3191.064	260	942	942
2983	3190.8806	4731	943	943
3752	3190.8013	1959	944	944
6180	3190.3481	403	945	945
2122	3190.319	15987	946	946
5315	3190.2515	716	947	947
6366	3189.7021	334	948	948
2342	3189.6992	11562	949	949
6962	3189.5762	167	950	950
3127	3189.419	3972	951	951
3259	3189.0166	3345	952	952
2937	3188.6528	5053	953	953
3117	3188.5906	4021	954	954
2742	3187.9338	6600	955	955
3028	3187.594	4474	956	956
5589	3187.1677	615	957	957
3238	3187.1216	3453	958	958
2681	3187.0942	7132	959	959
2608	3186.2007	7863	960	960
5810	3186.074	523	961	961
5991	3186.0325	458	962	962
6175	3185.6458	404	963	963
6350	3185.583	341	964	964
2433	3185.4495	10084	965	965
3455	3185.1125	2663	966	966
3542	3184.7825	2434	967	967
3392	3184.2012	2857	968	968
2533	3183.2385	8713	969	969
6024	3183.1143	449	970	970
3430	3183.0002	2750	971	971
3416	3182.286	2783	972	972
2782	3182.2424	6258	973	973
5018	3181.7747	838	974	974
5518	3181.2136	643	975	975
7414	3181.0828	76	976	976
2439	3181.021	9997	977	977
3169	3180.7024	3765	978	978
5729	3180.666	552	979	979
3476	3180.5461	2619	980	980
5416	3179.9192	670	981	981
6088	3179.164	432	982	982
6378	3178.4827	330	983	983
2893	3178.328	5401	984	984
3639	3178.0298	2192	985	985
3371	3177.8928	2920	986	986
2711	3177.805	6875	987	987
6525	3177.7947	283	988	988
4512	3177.5364	1117	989	989
2605	3177.4888	7897	990	990
3327	3177.413	3095	991	991
6142	3177.4006	415	992	992
5887	3177.249	499	993	993
2518	3177.074	8907	994	994
5157	3176.9036	777	995	995
4250	3176.5234	1328	996	996
2843	3175.499	5775	997	997
5588	3175.4536	616	998	998
2507	3175.2312	9070	999	999
3348	3175.0461	3009	1000	1000
3452	3174.7808	2673	1001	1001
6026	3174.3538	448	1002	1002
2924	3174.0527	5153	1003	1003
3857	3174.0078	1781	1004	1004
3039	3173.7212	4424	1005	1005
5988	3173.6863	460	1006	1006
2864	3173.5276	5618	1007	1007
2671	3173.4321	7222	1008	1008
3119	3172.9077	4004	1009	1009
5782	3172.3882	534	1010	1010
5304	3171.2988	720	1011	1011
3459	3171.1572	2656	1012	1012
6090	3170.688	430	1013	1013
5327	3169.9314	710	1014	1014
3214	3169.9128	3563	1015	1015
3954	3169.377	1643	1016	1016
3982	3169.0493	1615	1017	1017
5397	3168.249	681	1018	1018
2616	3168.2317	7781	1019	1019
5597	3168.0337	610	1020	1020
2696	3167.5613	6992	1021	1021
3314	3167.3088	3128	1022	1022
2850	3167.2231	5715	1023	1023
3722	3167.1519	2013	1024	1024
2320	3167.1313	11933	1025	1025
2629	3166.2778	7625	1026	1026
2786	3165.942	6227	1027	1027
3711	3165.2854	2042	1028	1028
3378	3165.2012	2899	1029	1029
3508	3165.1045	2531	1030	1030
3607	3164.9482	2264	1031	1031
5615	3164.5737	599	1032	1032
3749	3164.366	1967	1033	1033
4412	3163.9897	1182	1034	1034
6633	3163.7534	257	1035	1035
2672	3163.7417	7208	1036	1036
5604	3163.5608	607	1037	1037
6845	3163.3438	190	1038	1038
6546	3163.0881	280	1039	1039
3014	3162.834	4558	1040	1040
4157	3162.709	1425	1041	1041
3220	3162.4011	3538	1042	1042
5242	3161.9714	749	1043	1043
2818	3161.7056	5963	1044	1044
6664	3161.6213	245	1045	1045
3777	3161.5051	1911	1046	1046
3255	3161.243	3364	1047	1047
2698	3161.1973	6984	1048	1048
3265	3161.1218	3327	1049	1049
3796	3161.037	1872	1050	1050
3125	3160.9634	3978	1051	1051
3824	3160.7493	1834	1052	1052
2464	3160.3706	9635	1053	1053
2837	3160.2852	5804	1054	1054
4924	3160.0217	883	1055	1055
3700	3159.7625	2063	1056	1056
2759	3159.7476	6434	1057	1057
5354	3159.71	700	1058	1058
5116	3159.5386	794	1059	1059
4177	3159.3982	1401	1060	1060
2832	3159.0188	5856	1061	1061
5738	3158.9402	548	1062	1062
4601	3158.875	1065	1063	1063
2846	3158.7427	5752	1064	1064
3482	3158.7366	2604	1065	1065
5966	3158.4282	467	1066	1066
2646	3157.534	7443	1067	1067
3674	3157.3743	2115	1068	1068
3117	3157.3599	4018	1069	1069
3007	3157.212	4597	1070	1070
6228	3157.086	393	1071	1071
2934	3157.0776	5077	1072	1072
3513	3156.6475	2520	1073	1073
5282	3156.4536	728	1074	1074
2867	3156.3452	5584	1075	1075
3054	3155.5427	4329	1076	1076
2689	3155.5051	7057	1077	1077
2520	3155.4172	8877	1078	1078
4781	3154.6519	962	1079	1079
3638	3154.4717	2193	1080	1080
3251	3154.4082	3383	1081	1081
3667	3154.2483	2131	1082	1082
3204	3154.191	3613	1083	1083
2904	3153.902	5310	1084	1084
2743	3153.6477	6591	1085	1085
5788	3152.7732	532	1086	1086
2668	3152.5405	7244	1087	1087
2170	3152.4019	14891	1088	1088
3788	3151.8584	1894	1089	1089
5544	3151.8464	639	1090	1090
2924	3151.6694	5154	1091	1091
2909	3151.2556	5264	1092	1092
2668	3151.2234	7248	1093	1093
6551	3151.2214	277	1094	1094
3209	3151.1704	3592	1095	1095
3518	3150.7578	2499	1096	1096
6448	3150.355	303	1097	1097
3293	3150.0332	3209	1098	1098
6367	3149.8203	333	1099	1099
6262	3149.8118	377	1100	1100
6434	3149.3093	306	1101	1101
3812	3149.2517	1849	1102	1102
3086	3149.012	4167	1103	1103
4495	3148.8125	1130	1104	1104
4364	3148.7102	1219	1105	1105
4668	3148.6458	1028	1106	1106
3003	3148.4834	4608	1107	1107
5847	3148.2585	512	1108	1108
3767	3148.2124	1921	1109	1109
5225	3147.701	752	1110	1110
2510	3147.1816	9034	1111	1111
3106	3147.1182	4070	1112	1112
2365	3146.8965	11138	1113	1113
3298	3146.561	3180	1114	1114
5646	3146.1052	585	1115	1115
4377	3146.0925	1208	1116	1116
3015	3145.98	4547	1117	1117
2206	3145.8882	14143	1118	1118
5349	3145.6157	702	1119	1119
5262	3145.2034	735	1120	1120
2286	3144.913	12532	1121	1121
5420	3143.609	667	1122	1122
2395	3143.609	10685	1123	1123
4946	3143.451	868	1124	1124
6843	3143.3855	193	1125	1125
2901	3143.3552	5332	1126	1126
3356	3142.5005	2970	1127	1127
5053	3142.2073	819	1128	1128
6582	3141.841	269	1129	1129
2593	3141.4636	8041	1130	1130
5249	3140.9473	744	1131	1131
3370	3140.7751	2924	1132	1132
2901	3140.7012	5341	1133	1133
2596	3140.4192	8005	1134	1134
3216	3140.3213	3555	1135	1135
2499	3140.0132	9184	1136	1136
2754	3139.9084	6493	1137	1137
4043	3139.3762	1540	1138	1138
2558	3139.3625	8415	1139	1139
2428	3139.3132	10167	1140	1140
2646	3139.1272	7442	1141	1141
2937	3138.8823	5051	1142	1142
3070	3138.7273	4255	1143	1143
3664	3138.5986	2136	1144	1144
3217	3138.044	3546	1145	1145
5463	3137.808	657	1146	1146
5434	3137.805	662	1147	1147
2811	3137.704	6026	1148	1148
3765	3137.6724	1927	1149	1149
3514	3137.388	2515	1150	1150
3441	3137.1885	2706	1151	1151
2814	3137.0642	6004	1152	1152
4096	3136.9893	1483	1153	1153
3282	3136.9646	3261	1154	1154
3633	3136.9072	2206	1155	1155
2959	3136.8303	4885	1156	1156
5955	3136.8108	474	1157	1157
3016	3136.2131	4542	1158	1158
2285	3136.174	12541	1159	1159
3314	3136.102	3129	1160	1160
4350	3135.7815	1238	1161	1161
2970	3135.7068	4812	1162	1162
3705	3135.6177	2054	1163	1163
2690	3135.5417	7046	1164	1164
5373	3135.4834	694	1165	1165
2301	3135.4336	12256	1166	1166
2618	3135.3608	7755	1167	1167
2417	3135.3257	10344	1168	1168
4330	3135.268	1257	1169	1169
2905	3134.6116	5305	1170	1170
6482	3134.3494	290	1171	1171
2845	3134.2668	5759	1172	1172
2950	3133.8691	4952	1173	1173
6639	3133.7803	253	1174	1174
3636	3133.7148	2201	1175	1175
4277	3133.5725	1308	1176	1176
2766	3133.1328	6374	1177	1177
6694	3132.8862	236	1178	1178
2692	3132.5168	7025	1179	1179
2729	3132.3093	6716	1180	1180
3175	3131.471	3740	1181	1181
2650	3131.4514	7410	1182	1182
6243	3131.3484	385	1183	1183
5606	3131.3337	605	1184	1184
5652	3131.2646	582	1185	1185
2715	3130.8901	6841	1186	1186
2383	3130.7153	10862	1187	1187
2899	3130.6858	5356	1188	1188
6463	3130.467	299	1189	1189
5883	3130.1812	501	1190	1190
2814	3129.7397	5998	1191	1191
2915	3129.2952	5216	1192	1192
4075	3129.248	1505	1193	1193
3117	3129.223	4016	1194	1194
3506	3129.061	2539	1195	1195
2735	3128.9624	6670	1196	1196
4997	3128.8901	846	1197	1197
3515	3128.676	2512	1198	1198
5636	3128.651	591	1199	1199
3444	3128.548	2700	1200	1200
3043	3128.3813	4396	1201	1201
4801	3128.3174	950	1202	1202
6205	3128.2324	396	1203	1203
4180	3127.9211	1397	1204	1204
2629	3127.897	7626	1205	1205
3137	3127.8904	3915	1206	1206
2883	3127.6045	5476	1207	1207
6398	3127.459	322	1208	1208
2944	3127.0017	4990	1209	1209
4071	3126.9167	1511	1210	1210
2674	3126.829	7189	1211	1211
3236	3126.8118	3461	1212	1212
3701	3126.8108	2061	1213	1213
2542	3126.495	8616	1214	1214
2953	3126.425	4934	1215	1215
3613	3126.3298	2254	1216	1216
6475	3126.3123	294	1217	1217
4717	3126.2673	998	1218	1218
4020	3125.81	1566	1219	1219
3857	3125.6458	1780	1220	1220
6093	3125.6143	427	1221	1221
2434	3125.499	10070	1222	1222
3094	3125.2583	4123	1223	1223
2747	3125.1338	6555	1224	1224
5532	3124.9338	641	1225	1225
2809	3124.6555	6040	1226	1226
3206	3124.4724	3604	1227	1227
2322	3124.1248	11899	1228	1228
3338	3124.117	3045	1229	1229
4333	3123.6714	1253	1230	1230
3442	3123.1423	2702	1231	1231
3010	3123.0508	4582	1232	1232
5366	3122.9805	698	1233	1233
3218	3122.8184	3544	1234	1234
3378	3122.5842	2897	1235	1235
2832	3122.2556	5855	1236	1236
3893	3122.0742	1729	1237	1237
3858	3121.9336	1779	1238	1238
2495	3121.8875	9232	1239	1239
2512	3121.1072	8994	1240	1240
2506	3120.9976	9081	1241	1241
3421	3120.9666	2772	1242	1242
2298	3120.8347	12295	1243	1243
2514	3120.705	8970	1244	1244
5986	3120.6836	462	1245	1245
5902	3120.631	493	1246	1246
4777	3119.2024	966	1247	1247
4469	3118.677	1149	1248	1248
5634	3118.1194	592	1249	1249
2739	3117.8835	6635	1250	1250
3001	3117.8008	4626	1251	1251
3378	3117.775	2898	1252	1252
3114	3117.6243	4033	1253	1253
6191	3117.3733	401	1254	1254
4375	3117.3542	1209	1255	1255
2971	3117.3516	4807	1256	1256
3887	3117.2654	1737	1257	1257
4530	3117.1846	1100	1258	1258
3421	3117.1501	2770	1259	1259
3834	3116.8745	1814	1260	1260
2558	3116.4917	8417	1261	1261
6321	3116.3296	352	1262	1262
3665	3116.0718	2134	1263	1263
2534	3116.024	8703	1264	1264
3287	3115.8486	3236	1265	1265
2442	3115.838	9951	1266	1266
2506	3115.6118	9086	1267	1267
2024	3115.2327	18404	1268	1268
2948	3115.0303	4966	1269	1269
3017	3114.89	4537	1270	1270
2985	3114.8235	4721	1271	1271
6557	3114.7632	275	1272	1272
6430	3114.7273	309	1273	1273
2739	3114.577	6642	1274	1274
5372	3114.4233	695	1275	1275
2912	3114.3196	5241	1276	1276
2925	3114.3003	5152	1277	1277
4316	3114.0793	1269	1278	1278
3560	3114.0322	2394	1279	1279
3073	3113.568	4241	1280	1280
2904	3113.1775	5315	1281	1281
4921	3113.0203	885	1282	1282
2543	3112.9358	8595	1283	1283
2549	3112.9275	8541	1284	1284
2957	3112.6836	4906	1285	1285
4400	3112.5457	1193	1286	1286
3149	3112.4023	3860	1287	1287
2372	3112.3223	11037	1288	1288
5612	3112.0757	602	1289	1289
2217	3112.059	13890	1290	1290
3040	3111.7756	4415	1291	1291
5698	3111.6155	563	1292	1292
2701	3111.554	6952	1293	1293
3350	3111.4888	3001	1294	1294
2506	3111.3982	9078	1295	1295
3517	3111.3892	2505	1296	1296
4152	3111.3674	1434	1297	1297
6327	3111.1226	351	1298	1298
6719	3110.9343	228	1299	1299
2980	3110.6672	4758	1300	1300
2410	3110.4563	10437	1301	1301
6021	3110.3608	451	1302	1302
3077	3110.0913	4216	1303	1303
3445	3110.0457	2696	1304	1304
3464	3110.0303	2646	1305	1305
3108	3109.8984	4057	1306	1306
3601	3109.5178	2282	1307	1307
4949	3109.3445	867	1308	1308
3133	3109.2993	3942	1309	1309
3023	3108.9868	4495	1310	1310
2713	3108.9841	6855	1311	1311
4529	3108.9446	1102	1312	1312
3262	3108.7136	3334	1313	1313
6963	3108.6943	166	1314	1314
3861	3108.5974	1774	1315	1315
2705	3108.444	6920	1316	1316
4315	3108.381	1271	1317	1317
2428	3108.3464	10169	1318	1318
5894	3108.0479	496	1319	1319
2982	3107.873	4740	1320	1320
5212	3107.857	759	1321	1321
3219	3107.2568	3540	1322	1322
2625	3107.0269	7675	1323	1323
4194	3106.9531	1381	1324	1324
3358	3106.8818	2965	1325	1325
2667	3106.8396	7254	1326	1326
3620	3106.4995	2231	1327	1327
2606	3106.1716	7889	1328	1328
3878	3106.074	1753	1329	1329
3729	3105.9648	1998	1330	1330
5794	3105.4583	531	1331	1331
2601	3105.3547	7941	1332	1332
2964	3104.7485	4858	1333	1333
5207	3104.4705	762	1334	1334
3818	3104.443	1843	1335	1335
5431	3104.2993	665	1336	1336
4749	3104.1284	985	1337	1337
2400	3103.9907	10600	1338	1338
2675	3103.538	7186	1339	1339
2922	3103.491	5163	1340	1340
4703	3103.4893	1010	1341	1341
3273	3103.47	3293	1342	1342
3727	3103.0747	2000	1343	1343
2646	3102.6555	7446	1344	1344
3527	3102.4175	2476	1345	1345
2769	3102.1375	6358	1346	1346
2333	3102.1067	11713	1347	1347
3259	3101.633	3346	1348	1348
2496	3101.3357	9226	1349	1349
2493	3101.233	9262	1350	1350
3823	3101.0154	1836	1351	1351
2974	3100.635	4791	1352	1352
2522	3100.5017	8861	1353	1353
3175	3100.4348	3741	1354	1354
6363	3100.4243	336	1355	1355
6227	3100.4075	394	1356	1356
5916	3100.3093	487	1357	1357
2526	3100.3003	8808	1358	1358
2679	3100.2153	7157	1359	1359
6100	3100.203	426	1360	1360
2649	3099.6387	7413	1361	1361
3831	3099.627	1820	1362	1362
2908	3098.9797	5273	1363	1363
5023	3098.492	834	1364	1364
5607	3098.3135	604	1365	1365
3599	3098.273	2287	1366	1366
3483	3097.9824	2600	1367	1367
4855	3097.9438	919	1368	1368
2979	3097.254	4759	1369	1369
5631	3096.8694	594	1370	1370
2957	3096.8088	4903	1371	1371
2380	3096.7883	10902	1372	1372
5638	3096.6704	590	1373	1373
3278	3096.562	3273	1374	1374
4095	3096.4504	1484	1375	1375
4517	3096.0933	1115	1376	1376
2693	3095.9407	7020	1377	1377
2525	3095.7532	8812	1378	1378
3146	3095.7034	3871	1379	1379
3087	3095.6316	4158	1380	1380
2535	3095.5488	8690	1381	1381
2958	3095.2654	4896	1382	1382
5272	3094.8342	731	1383	1383
5993	3094.7532	457	1384	1384
5638	3094.4565	589	1385	1385
5366	3094.4255	697	1386	1386
2820	3094.2996	5951	1387	1387
3375	3094.2039	2908	1388	1388
4878	3093.9895	909	1389	1389
4751	3093.877	984	1390	1390
5934	3093.4844	482	1391	1391
2555	3093.3896	8460	1392	1392
6513	3093.2288	285	1393	1393
4528	3092.8533	1104	1394	1394
5966	3092.8186	468	1395	1395
3201	3092.5674	3634	1396	1396
3262	3092.5085	3333	1397	1397
3212	3092.0168	3578	1398	1398
3062	3091.8975	4292	1399	1399
3342	3091.7783	3029	1400	1400
2914	3091.5183	5228	1401	1401
2865	3091.2366	5602	1402	1402
4530	3090.7368	1099	1403	1403
4623	3090.679	1056	1404	1404
3785	3090.5886	1900	1405	1405
4092	3089.9548	1489	1406	1406
3605	3089.4812	2270	1407	1407
3312	3089.3718	3139	1408	1408
2573	3089.291	8252	1409	1409
2078	3089.1975	17001	1410	1410
2856	3089.0054	5672	1411	1411
2988	3088.9827	4700	1412	1412
2225	3088.8376	13736	1413	1413
5025	3088.7407	833	1414	1414
3010	3088.6353	4583	1415	1415
2969	3088.5251	4823	1416	1416
3181	3088.4958	3713	1417	1417
2541	3088.2886	8622	1418	1418
2908	3088.2756	5269	1419	1419
6419	3088.1467	315	1420	1420
3038	3088.0044	4430	1421	1421
2873	3087.9248	5545	1422	1422
2777	3087.8296	6301	1423	1423
3148	3087.8018	3864	1424	1424
5392	3087.5132	686	1425	1425
3117	3087.3618	4023	1426	1426
6458	3087.1643	300	1427	1427
3878	3087.0393	1754	1428	1428
3201	3086.9514	3637	1429	1429
2239	3086.9358	13444	1430	1430
2232	3086.8743	13581	1431	1431
2465	3086.793	9617	1432	1432
2638	3086.3257	7528	1433	1433
2853	3086.2297	5692	1434	1434
5383	3085.9878	689	1435	1435
2676	3085.4749	7182	1436	1436
3109	3085.238	4050	1437	1437
2725	3085.1228	6753	1438	1438
4584	3084.7275	1073	1439	1439
2989	3084.7185	4690	1440	1440
3104	3084.5583	4083	1441	1441
2466	3084.4233	9607	1442	1442
3890	3084.179	1734	1443	1443
2210	3084.1428	14043	1444	1444
2646	3084.016	7445	1445	1445
5772	3083.781	538	1446	1446
4163	3083.7666	1419	1447	1447
2621	3083.3152	7724	1448	1448
3927	3083.307	1688	1449	1449
2361	3083.2534	11220	1450	1450
2639	3082.879	7515	1451	1451
2778	3082.784	6292	1452	1452
2206	3081.842	14146	1453	1453
2576	3081.7703	8206	1454	1454
2631	3081.6995	7594	1455	1455
3077	3081.6855	4212	1456	1456
1949	3081.3713	20465	1457	1457
2874	3081.1238	5536	1458	1458
2237	3081.0107	13476	1459	1459
2036	3080.909	18080	1460	1460
5643	3080.8765	587	1461	1461
3391	3080.8752	2861	1462	1462
4768	3080.653	972	1463	1463
2857	3080.413	5667	1464	1464
6327	3079.9456	350	1465	1465
2167	3079.939	14965	1466	1466
3039	3079.5474	4421	1467	1467
6167	3079.4988	407	1468	1468
5837	3079.404	514	1469	1469
2919	3079.3962	5190	1470	1470
6557	3079.362	274	1471	1471
5608	3079.2903	603	1472	1472
4538	3079.2195	1096	1473	1473
3976	3078.922	1621	1474	1474
3233	3078.8767	3474	1475	1475
3491	3078.8594	2583	1476	1476
2942	3078.7988	5009	1477	1477
6086	3078.7104	434	1478	1478
2581	3078.674	8152	1479	1479
2510	3078.6736	9033	1480	1480
2895	3078.436	5381	1481	1481
2796	3078.362	6136	1482	1482
3141	3078.3533	3898	1483	1483
2864	3078.1025	5612	1484	1484
3107	3078.0781	4064	1485	1485
4082	3078.0647	1502	1486	1486
6434	3078.026	307	1487	1487
2478	3077.9355	9448	1488	1488
5484	3077.8813	652	1489	1489
1989	3077.1702	19334	1490	1490
4838	3076.7551	934	1491	1491
2196	3076.362	14334	1492	1492
5575	3076.271	621	1493	1493
2196	3076.1484	14332	1494	1494
2638	3076.0671	7522	1495	1495
3078	3075.9443	4202	1496	1496
5806	3075.738	524	1497	1497
3324	3075.6252	3097	1498	1498
4627	3075.5557	1051	1499	1499
2525	3075.4536	8821	1500	1500
2964	3075.3423	4855	1501	1501
3013	3075.2588	4563	1502	1502
3410	3075.2341	2801	1503	1503
3165	3075.1567	3786	1504	1504
3205	3074.638	3610	1505	1505
2495	3074.5852	9229	1506	1506
3709	3074.4438	2046	1507	1507
3173	3074.3652	3750	1508	1508
2764	3074.13	6397	1509	1509
2134	3074.1196	15710	1510	1510
3721	3073.8535	2016	1511	1511
2910	3073.47	5257	1512	1512
5860	3073.4683	508	1513	1513
6112	3073.4553	422	1514	1514
2617	3073.4204	7771	1515	1515
3282	3073.3225	3262	1516	1516
4753	3073.298	983	1517	1517
3261	3073.093	3336	1518	1518
5262	3073.0747	736	1519	1519
4267	3072.976	1317	1520	1520
2728	3072.863	6732	1521	1521
2757	3072.725	6462	1522	1522
2441	3072.6096	9962	1523	1523
3638	3072.501	2194	1524	1524
3291	3072.496	3222	1525	1525
4020	3072.4622	1568	1526	1526
3360	3072.1973	2957	1527	1527
2649	3072.0974	7416	1528	1528
2702	3072.0693	6948	1529	1529
2631	3071.6448	7598	1530	1530
2920	3071.601	5180	1531	1531
2670	3071.433	7228	1532	1532
4393	3071.3774	1200	1533	1533
2455	3071.1233	9773	1534	1534
2553	3071.084	8490	1535	1535
5050	3070.9397	820	1536	1536
2641	3070.8774	7501	1537	1537
2824	3070.7837	5922	1538	1538
2921	3070.5286	5174	1539	1539
2501	3070.4563	9153	1540	1540
3407	3070.224	2810	1541	1541
3437	3069.94	2722	1542	1542
2582	3069.5945	8146	1543	1543
2234	3069.5808	13534	1544	1544
2975	3069.3633	4784	1545	1545
2845	3069.195	5755	1546	1546
5602	3069.0327	608	1547	1547
4364	3068.9236	1220	1548	1548
3047	3068.6926	4372	1549	1549
2769	3068.335	6349	1550	1550
2700	3068.275	6966	1551	1551
2087	3068.2646	16776	1552	1552
2787	3068.259	6216	1553	1553
2740	3068.112	6620	1554	1554
3075	3067.997	4223	1555	1555
4985	3067.937	851	1556	1556
4410	3067.8865	1183	1557	1557
2789	3067.7778	6196	1558	1558
3242	3067.438	3423	1559	1559
3605	3067.382	2271	1560	1560
5261	3067.3352	738	1561	1561
2259	3067.222	13064	1562	1562
3946	3067.1191	1654	1563	1563
4451	3066.6091	1162	1564	1564
5431	3066.5825	664	1565	1565
2959	3066.5703	4889	1566	1566
2038	3066.5186	18022	1567	1567
3087	3066.4954	4161	1568	1568
3125	3066.4639	3977	1569	1569
2756	3066.3933	6467	1570	1570
2349	3066.2454	11457	1571	1571
5689	3066.0195	568	1572	1572
2846	3066.0168	5750	1573	1573
3961	3065.9492	1638	1574	1574
3935	3065.876	1673	1575	1575
2302	3065.2761	12243	1576	1576
3373	3065.2424	2912	1577	1577
2605	3065.1758	7900	1578	1578
2604	3064.3884	7906	1579	1579
3868	3064.3293	1767	1580	1580
3525	3064.1719	2481	1581	1581
5877	3063.9336	502	1582	1582
2590	3063.603	8058	1583	1583
3181	3063.508	3711	1584	1584
5102	3063.1787	798	1585	1585
4282	3063.1338	1305	1586	1586
2730	3063.084	6704	1587	1587
3022	3063.0671	4500	1588	1588
5513	3063.047	646	1589	1589
2959	3062.9207	4892	1590	1590
2362	3062.7915	11213	1591	1591
6643	3062.7812	250	1592	1592
2599	3062.368	7974	1593	1593
5292	3062.1877	724	1594	1594
2566	3062.01	8327	1595	1595
3619	3061.9253	2241	1596	1596
4719	3061.6707	997	1597	1597
2631	3061.658	7596	1598	1598
5796	3061.4575	527	1599	1599
2505	3061.374	9099	1600	1600
2934	3061.3674	5075	1601	1601
2603	3061.213	7912	1602	1602
2461	3061.1826	9670	1603	1603
2428	3061.1765	10153	1604	1604
3390	3061.1086	2862	1605	1605
2968	3060.8652	4832	1606	1606
2704	3060.77	6931	1607	1607
2582	3060.6155	8144	1608	1608
3071	3060.4697	4252	1609	1609
2293	3060.1804	12386	1610	1610
2689	3060.044	7056	1611	1611
